,feature_combination,best_n_neighbors,best_cv_score
1280,"('thalach', 'slope_2.0', 'cp_3.0', 'sex', 'age')",26,0.7476157202404342
1281,"('exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",6,0.7601398601398601
1282,"('exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",14,0.7344533437576917
1283,"('exang', 'slope_1.0', 'slope_2.0', 'sex', 'age')",34,0.7596822855083725
1284,"('exang', 'slope_1.0', 'cp_3.0', 'sex', 'age')",12,0.7556812752464925
1285,"('exang', 'slope_2.0', 'cp_3.0', 'sex', 'age')",6,0.7767462861975606
1286,"('slope_1.0', 'slope_2.0', 'cp_3.0', 'sex', 'age')",28,0.7653843614878098
1287,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach')",16,0.795814932588388
1288,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'exang')",12,0.812617353660832
1289,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_1.0')",22,0.7941379634857896
1290,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_2.0')",28,0.798541412820589
1291,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'cp_3.0')",32,0.7815774614401616
1292,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'sex')",10,0.7847161392722033
1293,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'age')",22,0.8038930659983292
1294,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'thalach', 'exang')",28,0.8157359307359308
1295,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'thalach', 'slope_1.0')",26,0.8057105213626953
1296,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'thalach', 'slope_2.0')",24,0.7917748917748917
1297,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'thalach', 'cp_3.0')",8,0.781795484992416
1298,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'thalach', 'sex')",26,0.8171428571428571
1299,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'thalach', 'age')",26,0.7902711323763956
1300,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'exang', 'slope_1.0')",40,0.8174132351249057
1301,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'exang', 'slope_2.0')",20,0.8056350857380605
1302,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'exang', 'cp_3.0')",34,0.7766233766233765
1303,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'exang', 'sex')",22,0.8087705627705628
1304,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'exang', 'age')",8,0.8038600449470016
1305,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'slope_1.0', 'slope_2.0')",12,0.8023950686994166
1306,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'slope_1.0', 'cp_3.0')",40,0.8028528138528138
1307,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'slope_1.0', 'sex')",26,0.819814605684171
1308,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'slope_1.0', 'age')",14,0.7981022600587817
1309,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'slope_2.0', 'cp_3.0')",30,0.7987257669866366
1310,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'slope_2.0', 'sex')",18,0.8110606060606061
1311,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'slope_2.0', 'age')",8,0.7918252449305081
1312,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'cp_3.0', 'sex')",22,0.8003287051113139
1313,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'cp_3.0', 'age')",6,0.780728691598257
1314,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'ca', 'sex', 'age')",22,0.7854034130121086
1315,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang')",16,0.7845496976961508
1316,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_1.0')",32,0.7706470920383964
1317,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_2.0')",30,0.7699002446828533
1318,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'cp_3.0')",40,0.7706474684735555
1319,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'sex')",12,0.7803801995106343
1320,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'age')",28,0.7717992114674037
1321,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'exang', 'slope_1.0')",40,0.7919804253717297
1322,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'exang', 'slope_2.0')",38,0.7929013739883305
1323,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'exang', 'cp_3.0')",20,0.7859445337271425
1324,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'exang', 'sex')",38,0.7714901185770751
1325,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'exang', 'age')",18,0.770889005731111
1326,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'slope_1.0', 'slope_2.0')",6,0.7717630494770082
1327,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'slope_1.0', 'cp_3.0')",38,0.7618840579710145
1328,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'slope_1.0', 'sex')",10,0.7643096903096903
1329,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'slope_1.0', 'age')",10,0.7941602310732746
1330,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'slope_2.0', 'cp_3.0')",34,0.7755249784540401
1331,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'slope_2.0', 'sex')",12,0.7759881422924902
1332,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'slope_2.0', 'age')",12,0.7895210853220006
1333,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'cp_3.0', 'sex')",38,0.7449567099567099
1334,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'cp_3.0', 'age')",34,0.7646226237530585
1335,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'oldpeak', 'sex', 'age')",30,0.764618859401468
1336,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'thalach', 'exang', 'slope_1.0')",40,0.8068139107269541
1337,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'thalach', 'exang', 'slope_2.0')",40,0.7997519871432914
1338,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'thalach', 'exang', 'cp_3.0')",20,0.7828491074143248
1339,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'thalach', 'exang', 'sex')",40,0.7884584782113386
1340,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'thalach', 'exang', 'age')",38,0.7827997364953887
1341,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'thalach', 'slope_1.0', 'slope_2.0')",32,0.7640040716127673
1342,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'thalach', 'slope_1.0', 'cp_3.0')",36,0.7708399952450296
1343,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'thalach', 'slope_1.0', 'sex')",14,0.7818345567476002
1344,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'thalach', 'slope_1.0', 'age')",8,0.7869752711057059
1345,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'thalach', 'slope_2.0', 'cp_3.0')",26,0.7582947487295313
1346,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'thalach', 'slope_2.0', 'sex')",24,0.7771827592697158
1347,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'thalach', 'slope_2.0', 'age')",8,0.7879091063187174
1348,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'thalach', 'cp_3.0', 'sex')",16,0.770243593172655
1349,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'thalach', 'cp_3.0', 'age')",38,0.7671041239462292
1350,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'thalach', 'sex', 'age')",40,0.7784795783926219
1351,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'exang', 'slope_1.0', 'slope_2.0')",36,0.783866930171278
1352,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'exang', 'slope_1.0', 'cp_3.0')",36,0.7841814417466593
1353,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'exang', 'slope_1.0', 'sex')",40,0.7816199887069453
1354,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'exang', 'slope_1.0', 'age')",38,0.8003707049794005
1355,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'exang', 'slope_2.0', 'cp_3.0')",40,0.792523244871071
1356,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'exang', 'slope_2.0', 'sex')",4,0.784028416028416
1357,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'exang', 'slope_2.0', 'age')",40,0.7919932637918908
1358,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'exang', 'cp_3.0', 'sex')",36,0.7739988706945229
1359,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'exang', 'cp_3.0', 'age')",20,0.7628660936487023
1360,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'exang', 'sex', 'age')",6,0.7872881391472096
1361,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'slope_1.0', 'slope_2.0', 'cp_3.0')",14,0.7786835579879059
1362,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'slope_1.0', 'slope_2.0', 'sex')",14,0.7751979469805557
1363,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'slope_1.0', 'slope_2.0', 'age')",18,0.789306450393407
1364,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'slope_1.0', 'cp_3.0', 'sex')",40,0.7642155091285525
1365,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'slope_1.0', 'cp_3.0', 'age')",6,0.7710675443718922
1366,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'slope_1.0', 'sex', 'age')",38,0.7709239311413225
1367,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'slope_2.0', 'cp_3.0', 'sex')",36,0.7691765480895916
1368,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'slope_2.0', 'cp_3.0', 'age')",30,0.7682992659514399
1369,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'slope_2.0', 'sex', 'age')",38,0.7767707509881423
1370,"('thal_3.0', 'cp_4.0', 'thal_7.0', 'cp_3.0', 'sex', 'age')",40,0.7624044795783925
1371,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'thalach', 'exang')",32,0.8122971460271231
1372,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0')",22,0.778748831895285
1373,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'thalach', 'slope_2.0')",40,0.7954587886052418
1374,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'thalach', 'cp_3.0')",36,0.7797664994851696
1375,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'thalach', 'sex')",34,0.8262195013224762
1376,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'thalach', 'age')",40,0.7997303865724918
1377,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'exang', 'slope_1.0')",22,0.7970821652286183
1378,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'exang', 'slope_2.0')",14,0.8129771398192451
1379,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'exang', 'cp_3.0')",22,0.7853297488470459
1380,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'exang', 'sex')",24,0.8075848712690818
1381,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'exang', 'age')",30,0.797092533705806
1382,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'slope_1.0', 'slope_2.0')",32,0.7900590467100091
1383,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'slope_1.0', 'cp_3.0')",8,0.7771262048401637
1384,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'slope_1.0', 'sex')",38,0.8084568977932822
1385,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'slope_1.0', 'age')",32,0.7979159691059005
1386,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'slope_2.0', 'cp_3.0')",10,0.7821922328878851
1387,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'slope_2.0', 'sex')",18,0.8136903820816865
1388,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'slope_2.0', 'age')",20,0.7980642771774822
1389,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'cp_3.0', 'sex')",28,0.7856452891121084
1390,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'cp_3.0', 'age')",2,0.7928514078514077
1391,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'sex', 'age')",34,0.81055820380992
1392,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'exang', 'slope_1.0')",16,0.8149366499252082
1393,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'exang', 'slope_2.0')",10,0.8071306230001882
1394,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'exang', 'cp_3.0')",2,0.8039606106037891
1395,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'exang', 'sex')",32,0.798818637502848
1396,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'exang', 'age')",4,0.8181882320577973
1397,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'slope_1.0', 'slope_2.0')",26,0.7883057445986508
1398,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'slope_1.0', 'cp_3.0')",8,0.7834123847167327
1399,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'slope_1.0', 'sex')",26,0.8135598383310054
1400,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'slope_1.0', 'age')",8,0.8051180703354616
1401,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'slope_2.0', 'cp_3.0')",28,0.7922849614153963
1402,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'slope_2.0', 'sex')",16,0.8202345191040843
1403,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'slope_2.0', 'age')",10,0.809863730472426
1404,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'cp_3.0', 'sex')",40,0.8080960684669124
1405,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'cp_3.0', 'age')",8,0.7922342472342473
1406,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'sex', 'age')",38,0.8030400903444382
1407,"('thal_3.0', 'cp_4.0', 'ca', 'exang', 'slope_1.0', 'slope_2.0')",24,0.8159594473667701
1408,"('thal_3.0', 'cp_4.0', 'ca', 'exang', 'slope_1.0', 'cp_3.0')",12,0.7813365924693156
1409,"('thal_3.0', 'cp_4.0', 'ca', 'exang', 'slope_1.0', 'sex')",26,0.7856006221086311
1410,"('thal_3.0', 'cp_4.0', 'ca', 'exang', 'slope_1.0', 'age')",40,0.8015844948339227
1411,"('thal_3.0', 'cp_4.0', 'ca', 'exang', 'slope_2.0', 'cp_3.0')",20,0.7897396867352446
1412,"('thal_3.0', 'cp_4.0', 'ca', 'exang', 'slope_2.0', 'sex')",38,0.7937585168454733
1413,"('thal_3.0', 'cp_4.0', 'ca', 'exang', 'slope_2.0', 'age')",38,0.8080572577689283
1414,"('thal_3.0', 'cp_4.0', 'ca', 'exang', 'cp_3.0', 'sex')",22,0.7845503365481827
1415,"('thal_3.0', 'cp_4.0', 'ca', 'exang', 'cp_3.0', 'age')",12,0.7835780767245298
1416,"('thal_3.0', 'cp_4.0', 'ca', 'exang', 'sex', 'age')",28,0.7995671391918531
1417,"('thal_3.0', 'cp_4.0', 'ca', 'slope_1.0', 'slope_2.0', 'cp_3.0')",12,0.7956577480490524
1418,"('thal_3.0', 'cp_4.0', 'ca', 'slope_1.0', 'slope_2.0', 'sex')",18,0.821674962718441
1419,"('thal_3.0', 'cp_4.0', 'ca', 'slope_1.0', 'slope_2.0', 'age')",8,0.7936447079490557
1420,"('thal_3.0', 'cp_4.0', 'ca', 'slope_1.0', 'cp_3.0', 'sex')",18,0.8154230338692582
1421,"('thal_3.0', 'cp_4.0', 'ca', 'slope_1.0', 'cp_3.0', 'age')",6,0.7971608368747957
1422,"('thal_3.0', 'cp_4.0', 'ca', 'slope_1.0', 'sex', 'age')",24,0.8132490118577074
1423,"('thal_3.0', 'cp_4.0', 'ca', 'slope_2.0', 'cp_3.0', 'sex')",18,0.8100197628458499
1424,"('thal_3.0', 'cp_4.0', 'ca', 'slope_2.0', 'cp_3.0', 'age')",12,0.798167800925238
1425,"('thal_3.0', 'cp_4.0', 'ca', 'slope_2.0', 'sex', 'age')",24,0.8130071522680218
1426,"('thal_3.0', 'cp_4.0', 'ca', 'cp_3.0', 'sex', 'age')",40,0.8014154342987295
1427,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0')",20,0.7743761577857687
1428,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'exang', 'slope_2.0')",22,0.7751382903900066
1429,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'exang', 'cp_3.0')",18,0.7719138959931798
1430,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'exang', 'sex')",14,0.8031742894786372
1431,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'exang', 'age')",14,0.807299870228932
1432,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0')",32,0.7834810841332581
1433,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'slope_1.0', 'cp_3.0')",34,0.7675355879818123
1434,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'slope_1.0', 'sex')",40,0.7896855676741261
1435,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'slope_1.0', 'age')",38,0.78464317909398
1436,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'slope_2.0', 'cp_3.0')",34,0.7669652887158608
1437,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'slope_2.0', 'sex')",38,0.7965020159093386
1438,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'slope_2.0', 'age')",10,0.7924430641821947
1439,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'cp_3.0', 'sex')",10,0.7682456041288994
1440,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'cp_3.0', 'age')",36,0.7511996102788941
1441,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'sex', 'age')",28,0.8028526256352343
1442,"('thal_3.0', 'cp_4.0', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0')",6,0.7669309820614169
1443,"('thal_3.0', 'cp_4.0', 'oldpeak', 'exang', 'slope_1.0', 'cp_3.0')",40,0.767203383953956
1444,"('thal_3.0', 'cp_4.0', 'oldpeak', 'exang', 'slope_1.0', 'sex')",40,0.7717110860154337
1445,"('thal_3.0', 'cp_4.0', 'oldpeak', 'exang', 'slope_1.0', 'age')",12,0.7762060670069824
1446,"('thal_3.0', 'cp_4.0', 'oldpeak', 'exang', 'slope_2.0', 'cp_3.0')",6,0.7685217713043799
1447,"('thal_3.0', 'cp_4.0', 'oldpeak', 'exang', 'slope_2.0', 'sex')",38,0.7884455110107284
1448,"('thal_3.0', 'cp_4.0', 'oldpeak', 'exang', 'slope_2.0', 'age')",8,0.7770630818456905
1449,"('thal_3.0', 'cp_4.0', 'oldpeak', 'exang', 'cp_3.0', 'sex')",40,0.769142041533346
1450,"('thal_3.0', 'cp_4.0', 'oldpeak', 'exang', 'cp_3.0', 'age')",32,0.7607194039116236
1451,"('thal_3.0', 'cp_4.0', 'oldpeak', 'exang', 'sex', 'age')",36,0.780729531338227
1452,"('thal_3.0', 'cp_4.0', 'oldpeak', 'slope_1.0', 'slope_2.0', 'cp_3.0')",38,0.7607246376811594
1453,"('thal_3.0', 'cp_4.0', 'oldpeak', 'slope_1.0', 'slope_2.0', 'sex')",32,0.7838752262230523
1454,"('thal_3.0', 'cp_4.0', 'oldpeak', 'slope_1.0', 'slope_2.0', 'age')",10,0.7881868109007697
1455,"('thal_3.0', 'cp_4.0', 'oldpeak', 'slope_1.0', 'cp_3.0', 'sex')",12,0.7562614811475381
1456,"('thal_3.0', 'cp_4.0', 'oldpeak', 'slope_1.0', 'cp_3.0', 'age')",10,0.7768881987577639
1457,"('thal_3.0', 'cp_4.0', 'oldpeak', 'slope_1.0', 'sex', 'age')",32,0.7937173695869348
1458,"('thal_3.0', 'cp_4.0', 'oldpeak', 'slope_2.0', 'cp_3.0', 'sex')",38,0.7734880085589467
1459,"('thal_3.0', 'cp_4.0', 'oldpeak', 'slope_2.0', 'cp_3.0', 'age')",10,0.7713509945432142
1460,"('thal_3.0', 'cp_4.0', 'oldpeak', 'slope_2.0', 'sex', 'age')",38,0.8156587615283268
1461,"('thal_3.0', 'cp_4.0', 'oldpeak', 'cp_3.0', 'sex', 'age')",38,0.7569690530674512
1462,"('thal_3.0', 'cp_4.0', 'thalach', 'exang', 'slope_1.0', 'slope_2.0')",32,0.7631451157538114
1463,"('thal_3.0', 'cp_4.0', 'thalach', 'exang', 'slope_1.0', 'cp_3.0')",34,0.7760646675978484
1464,"('thal_3.0', 'cp_4.0', 'thalach', 'exang', 'slope_1.0', 'sex')",16,0.7687190957190957
1465,"('thal_3.0', 'cp_4.0', 'thalach', 'exang', 'slope_1.0', 'age')",8,0.79090156220591
1466,"('thal_3.0', 'cp_4.0', 'thalach', 'exang', 'slope_2.0', 'cp_3.0')",32,0.7784914361001318
1467,"('thal_3.0', 'cp_4.0', 'thalach', 'exang', 'slope_2.0', 'sex')",6,0.7806676656676655
1468,"('thal_3.0', 'cp_4.0', 'thalach', 'exang', 'slope_2.0', 'age')",8,0.7883862803862803
1469,"('thal_3.0', 'cp_4.0', 'thalach', 'exang', 'cp_3.0', 'sex')",40,0.773786826983758
1470,"('thal_3.0', 'cp_4.0', 'thalach', 'exang', 'cp_3.0', 'age')",38,0.775417215634607
1471,"('thal_3.0', 'cp_4.0', 'thalach', 'exang', 'sex', 'age')",2,0.784033374033374
1472,"('thal_3.0', 'cp_4.0', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0')",18,0.7512366522366523
1473,"('thal_3.0', 'cp_4.0', 'thalach', 'slope_1.0', 'slope_2.0', 'sex')",40,0.7782781855825335
1474,"('thal_3.0', 'cp_4.0', 'thalach', 'slope_1.0', 'slope_2.0', 'age')",8,0.7929583726723315
1475,"('thal_3.0', 'cp_4.0', 'thalach', 'slope_1.0', 'cp_3.0', 'sex')",40,0.7594278185582534
1476,"('thal_3.0', 'cp_4.0', 'thalach', 'slope_1.0', 'cp_3.0', 'age')",8,0.776914795349578
1477,"('thal_3.0', 'cp_4.0', 'thalach', 'slope_1.0', 'sex', 'age')",22,0.797810276679842
1478,"('thal_3.0', 'cp_4.0', 'thalach', 'slope_2.0', 'cp_3.0', 'sex')",40,0.7635530411617368
1479,"('thal_3.0', 'cp_4.0', 'thalach', 'slope_2.0', 'cp_3.0', 'age')",14,0.7769362308172378
1480,"('thal_3.0', 'cp_4.0', 'thalach', 'slope_2.0', 'sex', 'age')",12,0.793853943158291
1481,"('thal_3.0', 'cp_4.0', 'thalach', 'cp_3.0', 'sex', 'age')",16,0.7600994495700378
1482,"('thal_3.0', 'cp_4.0', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0')",10,0.7598035298035297
1483,"('thal_3.0', 'cp_4.0', 'exang', 'slope_1.0', 'slope_2.0', 'sex')",6,0.7813518944823292
1484,"('thal_3.0', 'cp_4.0', 'exang', 'slope_1.0', 'slope_2.0', 'age')",18,0.7847204077387143
1485,"('thal_3.0', 'cp_4.0', 'exang', 'slope_1.0', 'cp_3.0', 'sex')",6,0.7748948796774884
1486,"('thal_3.0', 'cp_4.0', 'exang', 'slope_1.0', 'cp_3.0', 'age')",28,0.7723690154239352
1487,"('thal_3.0', 'cp_4.0', 'exang', 'slope_1.0', 'sex', 'age')",16,0.794403889186498
1488,"('thal_3.0', 'cp_4.0', 'exang', 'slope_2.0', 'cp_3.0', 'sex')",2,0.7830059251093734
1489,"('thal_3.0', 'cp_4.0', 'exang', 'slope_2.0', 'cp_3.0', 'age')",10,0.7731201026281118
1490,"('thal_3.0', 'cp_4.0', 'exang', 'slope_2.0', 'sex', 'age')",40,0.7969917763396024
1491,"('thal_3.0', 'cp_4.0', 'exang', 'cp_3.0', 'sex', 'age')",26,0.7825035865905432
1492,"('thal_3.0', 'cp_4.0', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",14,0.7772347652347652
1493,"('thal_3.0', 'cp_4.0', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",34,0.7908717948717949
1494,"('thal_3.0', 'cp_4.0', 'slope_1.0', 'slope_2.0', 'sex', 'age')",28,0.7970510793554271
1495,"('thal_3.0', 'cp_4.0', 'slope_1.0', 'cp_3.0', 'sex', 'age')",18,0.7847571317571318
1496,"('thal_3.0', 'cp_4.0', 'slope_2.0', 'cp_3.0', 'sex', 'age')",18,0.7843215556373451
1497,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'exang')",36,0.7906459627329192
1498,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0')",36,0.7636995155873875
1499,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_2.0')",38,0.773223325111197
1500,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'cp_3.0')",18,0.7987172248041814
1501,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'sex')",34,0.7879578392621871
1502,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'age')",4,0.7672396733701082
1503,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_1.0')",16,0.803987968553186
1504,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_2.0')",16,0.791500321951123
1505,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'cp_3.0')",36,0.8046348578957275
1506,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'sex')",26,0.7887295313382271
1507,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'age')",26,0.7950754752493883
1508,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_1.0', 'slope_2.0')",28,0.7719047619047619
1509,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_1.0', 'cp_3.0')",8,0.7892282355325835
1510,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_1.0', 'sex')",36,0.7859617918313571
1511,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_1.0', 'age')",16,0.7737689084371006
