,feature_combination,best_n_neighbors,best_cv_score
2342,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0')",4,0.7912188063652594
2343,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'cp_3.0')",30,0.7626095260238483
2344,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'sex')",28,0.8152472089314194
2345,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'age')",26,0.795139924911092
2346,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'thalach', 'slope_2.0', 'cp_3.0')",24,0.7707161562357416
2347,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'thalach', 'slope_2.0', 'sex')",32,0.823218223424173
2348,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'thalach', 'slope_2.0', 'age')",40,0.7946579228043759
2349,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'thalach', 'cp_3.0', 'sex')",40,0.8057575757575757
2350,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'thalach', 'cp_3.0', 'age')",4,0.7844658562049867
2351,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'thalach', 'sex', 'age')",36,0.8216091117120865
2352,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0')",24,0.8067641765811103
2353,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'cp_3.0')",12,0.7846725839632018
2354,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'sex')",40,0.79487939215628
2355,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'age')",38,0.8143561472852092
2356,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'exang', 'slope_2.0', 'cp_3.0')",14,0.7806876215571867
2357,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'exang', 'slope_2.0', 'sex')",18,0.7943077984817115
2358,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'exang', 'slope_2.0', 'age')",8,0.8112100904435001
2359,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'exang', 'cp_3.0', 'sex')",6,0.7908825232738276
2360,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'exang', 'cp_3.0', 'age')",26,0.7809650938941556
2361,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'exang', 'sex', 'age')",16,0.7936152139241384
2362,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'slope_1.0', 'slope_2.0', 'cp_3.0')",10,0.7758014931927976
2363,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'slope_1.0', 'slope_2.0', 'sex')",14,0.8160289855072463
2364,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'slope_1.0', 'slope_2.0', 'age')",20,0.8000132305886781
2365,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'slope_1.0', 'cp_3.0', 'sex')",16,0.8076478250963376
2366,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'slope_1.0', 'cp_3.0', 'age')",10,0.7818509713017722
2367,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'slope_1.0', 'sex', 'age')",18,0.805042765015305
2368,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'slope_2.0', 'cp_3.0', 'sex')",18,0.8041964099973253
2369,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'slope_2.0', 'cp_3.0', 'age')",8,0.7823601229688186
2370,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'slope_2.0', 'sex', 'age')",40,0.8163036940176529
2371,"('thal_3.0', 'cp_4.0', 'ca', 'oldpeak', 'cp_3.0', 'sex', 'age')",4,0.7816047755343107
2372,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'slope_2.0')",30,0.8086407322654463
2373,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'cp_3.0')",10,0.8022387985774714
2374,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'sex')",32,0.8033018811851764
2375,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'age')",40,0.8139044250943565
2376,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'exang', 'slope_2.0', 'cp_3.0')",36,0.794204632133694
2377,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'exang', 'slope_2.0', 'sex')",30,0.7936053077357424
2378,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'exang', 'slope_2.0', 'age')",36,0.8063851327924555
2379,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'exang', 'cp_3.0', 'sex')",2,0.7957946026986507
2380,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'exang', 'cp_3.0', 'age')",8,0.7901612094450969
2381,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'exang', 'sex', 'age')",4,0.8148509316770186
2382,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0')",12,0.7821810454991234
2383,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'slope_1.0', 'slope_2.0', 'sex')",14,0.8119476899911684
2384,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'slope_1.0', 'slope_2.0', 'age')",4,0.8019878192217021
2385,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'slope_1.0', 'cp_3.0', 'sex')",16,0.7960496267018007
2386,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'slope_1.0', 'cp_3.0', 'age')",6,0.8030756843800322
2387,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'slope_1.0', 'sex', 'age')",28,0.801170000099062
2388,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'slope_2.0', 'cp_3.0', 'sex')",18,0.8030537195115199
2389,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'slope_2.0', 'cp_3.0', 'age')",8,0.8068925658628177
2390,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'slope_2.0', 'sex', 'age')",36,0.8091199342229091
2391,"('thal_3.0', 'cp_4.0', 'ca', 'thalach', 'cp_3.0', 'sex', 'age')",38,0.8074760403593355
2392,"('thal_3.0', 'cp_4.0', 'ca', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0')",14,0.805889955455173
2393,"('thal_3.0', 'cp_4.0', 'ca', 'exang', 'slope_1.0', 'slope_2.0', 'sex')",10,0.7997406506536942
2394,"('thal_3.0', 'cp_4.0', 'ca', 'exang', 'slope_1.0', 'slope_2.0', 'age')",38,0.8131378776321568
2395,"('thal_3.0', 'cp_4.0', 'ca', 'exang', 'slope_1.0', 'cp_3.0', 'sex')",38,0.7977396059318257
2396,"('thal_3.0', 'cp_4.0', 'ca', 'exang', 'slope_1.0', 'cp_3.0', 'age')",6,0.7858493728493728
2397,"('thal_3.0', 'cp_4.0', 'ca', 'exang', 'slope_1.0', 'sex', 'age')",40,0.7925031452148156
2398,"('thal_3.0', 'cp_4.0', 'ca', 'exang', 'slope_2.0', 'cp_3.0', 'sex')",36,0.7972238897639355
2399,"('thal_3.0', 'cp_4.0', 'ca', 'exang', 'slope_2.0', 'cp_3.0', 'age')",8,0.7931522004565482
2400,"('thal_3.0', 'cp_4.0', 'ca', 'exang', 'slope_2.0', 'sex', 'age')",12,0.7943703215167746
2401,"('thal_3.0', 'cp_4.0', 'ca', 'exang', 'cp_3.0', 'sex', 'age')",38,0.7956736703418625
2402,"('thal_3.0', 'cp_4.0', 'ca', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",18,0.8175533596837946
2403,"('thal_3.0', 'cp_4.0', 'ca', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",8,0.7952850241545895
2404,"('thal_3.0', 'cp_4.0', 'ca', 'slope_1.0', 'slope_2.0', 'sex', 'age')",40,0.7959458923989817
2405,"('thal_3.0', 'cp_4.0', 'ca', 'slope_1.0', 'cp_3.0', 'sex', 'age')",14,0.7981867118388858
2406,"('thal_3.0', 'cp_4.0', 'ca', 'slope_2.0', 'cp_3.0', 'sex', 'age')",36,0.7952911725955205
2407,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'slope_2.0')",26,0.77847162372334
2408,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'cp_3.0')",40,0.7528922768053203
2409,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'sex')",6,0.7806978850457111
2410,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'age')",10,0.7997901373988332
2411,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'exang', 'slope_2.0', 'cp_3.0')",40,0.769139218269653
2412,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'exang', 'slope_2.0', 'sex')",6,0.7876469826469826
2413,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'exang', 'slope_2.0', 'age')",8,0.782924206228554
2414,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'exang', 'cp_3.0', 'sex')",38,0.7768670076726344
2415,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'exang', 'cp_3.0', 'age')",26,0.7796791880887991
2416,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'exang', 'sex', 'age')",8,0.7939649078779514
2417,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0')",12,0.752939393939394
2418,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'sex')",24,0.7868342848777632
2419,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'age')",10,0.7885469602860907
2420,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'slope_1.0', 'cp_3.0', 'sex')",10,0.7577812119230882
2421,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'slope_1.0', 'cp_3.0', 'age')",10,0.7670935183978662
2422,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'slope_1.0', 'sex', 'age')",30,0.7957992709045341
2423,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'slope_2.0', 'cp_3.0', 'sex')",10,0.7687132798551563
2424,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'slope_2.0', 'cp_3.0', 'age')",10,0.7898833372746417
2425,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'slope_2.0', 'sex', 'age')",28,0.7942576698663656
2426,"('thal_3.0', 'cp_4.0', 'oldpeak', 'thalach', 'cp_3.0', 'sex', 'age')",38,0.774121688200972
2427,"('thal_3.0', 'cp_4.0', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0')",8,0.7687595737595737
2428,"('thal_3.0', 'cp_4.0', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0', 'sex')",8,0.7722210398297356
2429,"('thal_3.0', 'cp_4.0', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0', 'age')",18,0.7732355592538658
2430,"('thal_3.0', 'cp_4.0', 'oldpeak', 'exang', 'slope_1.0', 'cp_3.0', 'sex')",38,0.7901524562394128
2431,"('thal_3.0', 'cp_4.0', 'oldpeak', 'exang', 'slope_1.0', 'cp_3.0', 'age')",6,0.770592132505176
2432,"('thal_3.0', 'cp_4.0', 'oldpeak', 'exang', 'slope_1.0', 'sex', 'age')",40,0.7809909655561829
2433,"('thal_3.0', 'cp_4.0', 'oldpeak', 'exang', 'slope_2.0', 'cp_3.0', 'sex')",40,0.7905159043854697
2434,"('thal_3.0', 'cp_4.0', 'oldpeak', 'exang', 'slope_2.0', 'cp_3.0', 'age')",10,0.7705878233132237
2435,"('thal_3.0', 'cp_4.0', 'oldpeak', 'exang', 'slope_2.0', 'sex', 'age')",30,0.7910684220432505
2436,"('thal_3.0', 'cp_4.0', 'oldpeak', 'exang', 'cp_3.0', 'sex', 'age')",6,0.7747667147667148
2437,"('thal_3.0', 'cp_4.0', 'oldpeak', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",38,0.7733545226703122
2438,"('thal_3.0', 'cp_4.0', 'oldpeak', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",12,0.7718759542855652
2439,"('thal_3.0', 'cp_4.0', 'oldpeak', 'slope_1.0', 'slope_2.0', 'sex', 'age')",28,0.8020123911176542
2440,"('thal_3.0', 'cp_4.0', 'oldpeak', 'slope_1.0', 'cp_3.0', 'sex', 'age')",38,0.771461488168582
2441,"('thal_3.0', 'cp_4.0', 'oldpeak', 'slope_2.0', 'cp_3.0', 'sex', 'age')",36,0.7943254281949935
2442,"('thal_3.0', 'cp_4.0', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0')",40,0.7622751542888843
2443,"('thal_3.0', 'cp_4.0', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'sex')",34,0.7926110121762295
2444,"('thal_3.0', 'cp_4.0', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'age')",8,0.778909090909091
2445,"('thal_3.0', 'cp_4.0', 'thalach', 'exang', 'slope_1.0', 'cp_3.0', 'sex')",26,0.779027646647784
2446,"('thal_3.0', 'cp_4.0', 'thalach', 'exang', 'slope_1.0', 'cp_3.0', 'age')",20,0.776457783254122
2447,"('thal_3.0', 'cp_4.0', 'thalach', 'exang', 'slope_1.0', 'sex', 'age')",22,0.795974130539348
2448,"('thal_3.0', 'cp_4.0', 'thalach', 'exang', 'slope_2.0', 'cp_3.0', 'sex')",20,0.7792315655359133
2449,"('thal_3.0', 'cp_4.0', 'thalach', 'exang', 'slope_2.0', 'cp_3.0', 'age')",26,0.7767847370021284
2450,"('thal_3.0', 'cp_4.0', 'thalach', 'exang', 'slope_2.0', 'sex', 'age')",34,0.7914374755679103
2451,"('thal_3.0', 'cp_4.0', 'thalach', 'exang', 'cp_3.0', 'sex', 'age')",34,0.7766888136018573
2452,"('thal_3.0', 'cp_4.0', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",36,0.7832481286829113
2453,"('thal_3.0', 'cp_4.0', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",12,0.7824403567447047
2454,"('thal_3.0', 'cp_4.0', 'thalach', 'slope_1.0', 'slope_2.0', 'sex', 'age')",10,0.7863602693602693
2455,"('thal_3.0', 'cp_4.0', 'thalach', 'slope_1.0', 'cp_3.0', 'sex', 'age')",40,0.7756033419076898
2456,"('thal_3.0', 'cp_4.0', 'thalach', 'slope_2.0', 'cp_3.0', 'sex', 'age')",40,0.7858988435075391
2457,"('thal_3.0', 'cp_4.0', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",10,0.7846091879135357
2458,"('thal_3.0', 'cp_4.0', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",6,0.7731995460256329
2459,"('thal_3.0', 'cp_4.0', 'exang', 'slope_1.0', 'slope_2.0', 'sex', 'age')",10,0.7873052840878928
2460,"('thal_3.0', 'cp_4.0', 'exang', 'slope_1.0', 'cp_3.0', 'sex', 'age')",10,0.7813132515420844
2461,"('thal_3.0', 'cp_4.0', 'exang', 'slope_2.0', 'cp_3.0', 'sex', 'age')",12,0.7876130143269732
2462,"('thal_3.0', 'cp_4.0', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex', 'age')",26,0.8023878536922014
2463,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'exang', 'slope_1.0')",30,0.7894234895539244
2464,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'exang', 'slope_2.0')",12,0.7840316601781132
2465,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'exang', 'cp_3.0')",34,0.8129824957651046
2466,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'exang', 'sex')",38,0.7972057218144176
2467,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'exang', 'age')",16,0.801892904197252
2468,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0')",40,0.7681093048827602
2469,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'cp_3.0')",36,0.7926137775268209
2470,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'sex')",30,0.7869217014869189
2471,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'age')",36,0.7748299503699961
2472,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_2.0', 'cp_3.0')",40,0.7933794466403161
2473,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_2.0', 'sex')",30,0.7846583850931677
2474,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_2.0', 'age')",22,0.7779023150762281
2475,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'cp_3.0', 'sex')",20,0.8127509881422925
2476,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'cp_3.0', 'age')",12,0.7976413152065326
2477,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'sex', 'age')",24,0.7902369804108935
2478,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0')",32,0.7975633748402627
2479,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'cp_3.0')",22,0.8106373047242613
2480,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'sex')",18,0.7907003576134011
2481,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'age')",16,0.8065866741953698
2482,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_2.0', 'cp_3.0')",14,0.8107685068554634
2483,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_2.0', 'sex')",10,0.7966328271271063
2484,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_2.0', 'age')",38,0.7925812555103173
2485,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'cp_3.0', 'sex')",14,0.8034619872880742
2486,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'cp_3.0', 'age')",2,0.8044643327686807
2487,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'sex', 'age')",30,0.7879578392621871
2488,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_1.0', 'slope_2.0', 'cp_3.0')",6,0.7962933003093186
2489,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_1.0', 'slope_2.0', 'sex')",6,0.7878771480236011
2490,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_1.0', 'slope_2.0', 'age')",2,0.7684357735662083
2491,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_1.0', 'cp_3.0', 'sex')",6,0.7983646315545628
2492,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_1.0', 'cp_3.0', 'age')",2,0.8150010694204243
2493,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_1.0', 'sex', 'age')",16,0.7939202353710362
2494,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_2.0', 'cp_3.0', 'sex')",6,0.8165106497028696
2495,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_2.0', 'cp_3.0', 'age')",2,0.8053075684380031
2496,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_2.0', 'sex', 'age')",14,0.7873706004140787
2497,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'cp_3.0', 'sex', 'age')",2,0.8036626304452392
2498,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'slope_2.0')",30,0.7842725390551478
2499,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'cp_3.0')",38,0.817982307547525
2500,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'sex')",34,0.7892002635046114
2501,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'age')",40,0.7908977978543196
2502,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_2.0', 'cp_3.0')",10,0.8151792619618707
2503,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_2.0', 'sex')",16,0.7911061547148504
2504,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_2.0', 'age')",40,0.7858723884810841
2505,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'cp_3.0', 'sex')",40,0.8298761528326747
2506,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'cp_3.0', 'age')",16,0.8121161447248404
2507,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'sex', 'age')",40,0.8161579145492188
2508,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0')",14,0.781493694711086
2509,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'slope_1.0', 'slope_2.0', 'sex')",10,0.7955052156081904
2510,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'slope_1.0', 'slope_2.0', 'age')",6,0.7759782063855291
2511,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'slope_1.0', 'cp_3.0', 'sex')",16,0.8117065687935252
2512,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'slope_1.0', 'cp_3.0', 'age')",22,0.7927181514138036
2513,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'slope_1.0', 'sex', 'age')",16,0.8000137543615804
2514,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'slope_2.0', 'cp_3.0', 'sex')",16,0.8142587991718425
2515,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'slope_2.0', 'cp_3.0', 'age')",12,0.8002371541501976
2516,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'slope_2.0', 'sex', 'age')",18,0.7843005834744965
2517,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'cp_3.0', 'sex', 'age')",16,0.8150653259783693
2518,"('thal_3.0', 'thal_7.0', 'ca', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0')",26,0.809170901562206
2519,"('thal_3.0', 'thal_7.0', 'ca', 'exang', 'slope_1.0', 'slope_2.0', 'sex')",2,0.8061870174913655
2520,"('thal_3.0', 'thal_7.0', 'ca', 'exang', 'slope_1.0', 'slope_2.0', 'age')",32,0.7933228327736337
2521,"('thal_3.0', 'thal_7.0', 'ca', 'exang', 'slope_1.0', 'cp_3.0', 'sex')",40,0.8127942781855826
2522,"('thal_3.0', 'thal_7.0', 'ca', 'exang', 'slope_1.0', 'cp_3.0', 'age')",12,0.8109173000912131
2523,"('thal_3.0', 'thal_7.0', 'ca', 'exang', 'slope_1.0', 'sex', 'age')",20,0.797013363448146
2524,"('thal_3.0', 'thal_7.0', 'ca', 'exang', 'slope_2.0', 'cp_3.0', 'sex')",4,0.8291855995079385
2525,"('thal_3.0', 'thal_7.0', 'ca', 'exang', 'slope_2.0', 'cp_3.0', 'age')",8,0.8150160194073237
2526,"('thal_3.0', 'thal_7.0', 'ca', 'exang', 'slope_2.0', 'sex', 'age')",8,0.8024213033343468
2527,"('thal_3.0', 'thal_7.0', 'ca', 'exang', 'cp_3.0', 'sex', 'age')",18,0.8168592277287929
2528,"('thal_3.0', 'thal_7.0', 'ca', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",24,0.7993677771503859
2529,"('thal_3.0', 'thal_7.0', 'ca', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",20,0.7903386822517258
2530,"('thal_3.0', 'thal_7.0', 'ca', 'slope_1.0', 'slope_2.0', 'sex', 'age')",14,0.7770276679841898
2531,"('thal_3.0', 'thal_7.0', 'ca', 'slope_1.0', 'cp_3.0', 'sex', 'age')",22,0.8092834701530354
2532,"('thal_3.0', 'thal_7.0', 'ca', 'slope_2.0', 'cp_3.0', 'sex', 'age')",14,0.8076517685213338
2533,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'slope_2.0')",26,0.7612963535320515
2534,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'cp_3.0')",28,0.7994249952945606
2535,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'sex')",6,0.7691824841824842
2536,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'age')",32,0.7755914786967419
2537,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_2.0', 'cp_3.0')",26,0.7962591756070017
2538,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_2.0', 'sex')",6,0.7781863740124609
2539,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_2.0', 'age')",32,0.7895525176577809
2540,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'cp_3.0', 'sex')",40,0.7845454545454545
2541,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'cp_3.0', 'age')",16,0.7831583955496999
2542,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'sex', 'age')",30,0.7727493932459608
2543,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0')",10,0.7906628154454242
2544,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'sex')",10,0.7675895408938886
2545,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'age')",38,0.7423008113168297
2546,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_1.0', 'cp_3.0', 'sex')",30,0.7819999999999999
2547,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_1.0', 'cp_3.0', 'age')",16,0.7644081715386063
2548,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_1.0', 'sex', 'age')",34,0.750344061735366
2549,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_2.0', 'cp_3.0', 'sex')",34,0.7833833992094863
2550,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_2.0', 'cp_3.0', 'age')",18,0.7680759530324748
2551,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_2.0', 'sex', 'age')",30,0.7559243365330321
2552,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'cp_3.0', 'sex', 'age')",10,0.7684871070958027
